employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason,long_time_hire,month_hire,month_term
00-90353461,Titi,Nasyiah,Female,Jawa Barat,Depok,2024-06-24,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9149029,Excellent,No,1993-04-19,2024-12-21,Layoff,0.0,6,12.0
00-98354109,Bahuraksa,Waluyo,Male,Jawa Barat,Depok,2024-06-28,Marketing,SEO Specialist,Bachelor,10,LinkedIn,22218445,Excellent,Yes,1991-01-13,2024-12-25,Layoff,0.0,6,12.0
00-19447334,Mutia,Prastuti,Female,Banten,Tangerang,2023-07-23,Operations,Logistics Coordinator,Bachelor,8,LinkedIn,14099848,Needs Improvement,No,1990-12-11,2024-01-19,Performance Issues,1.0,7,1.0
00-83830667,Fitriani,Kusmawati,Female,Bali,Denpasar,2023-12-06,Sales,Sales Representative,Bachelor,0,Indeed,11788478,Needs Improvement,No,1996-02-28,2024-06-03,Performance Issues,1.0,12,6.0
00-59891348,Hartana,Kurniawan,Male,Banten,Cilegon,2019-06-16,Sales,Sales Representative,Bachelor,0,Jobstreet,10185779,Good,No,1983-04-08,2024-11-05,Health Reasons,5.0,6,11.0
00-47038339,Novi,Winarsih,Female,Sulawesi Selatan,Pare-Pare,2023-10-13,Sales,Sales Consultant,Bachelor,0,Indeed,22639973,Excellent,Yes,1971-11-17,2024-04-10,Other,1.0,10,4.0
00-86593789,Viktor,Irawan,Male,Jawa Barat,Bekasi,2023-09-10,Customer Service,Support Specialist,High School,17,Company Website,7249073,Good,No,1988-07-03,2024-03-08,Misconduct,1.0,9,3.0
00-75535348,Yoga,Narpati,Male,Jawa Tengah,Surakarta,2023-12-20,Customer Service,Customer Service Representative,High School,15,LinkedIn,7220849,Needs Improvement,No,1974-05-11,2024-06-17,Performance Issues,1.0,12,6.0
00-26178675,Narji,Uwais,Male,Bali,Kuta,2023-12-07,Sales,Sales Representative,Bachelor,0,Indeed,13678517,Excellent,No,2003-02-15,2024-06-04,Resignation,1.0,12,6.0
00-16780654,Cemani,Ramadan,Male,Sulawesi Selatan,Pare-Pare,2022-07-17,Operations,Logistics Coordinator,Bachelor,15,Job Fair,10128977,Satisfactory,Yes,1989-11-25,2024-12-09,Layoff,2.0,7,12.0
00-92677695,Dalima,Farida,Female,Sulawesi Selatan,Pare-Pare,2023-09-02,Operations,Inventory Specialist,High School,0,Other,6704470,Excellent,No,1981-01-25,2024-02-29,Health Reasons,1.0,9,2.0
00-50912093,Anggabaya,Nugroho,Male,Banten,Tangerang,2017-10-24,IT,IT Support Specialist,High School,14,Other,7923437,Good,No,1994-06-22,2024-11-05,Health Reasons,7.0,10,11.0
00-21517819,Uli,Sudiati,Female,Jawa Timur,Madura,2016-03-27,IT,System Administrator,Master,0,LinkedIn,11801225,Good,No,1982-08-26,2024-11-05,Layoff,8.0,3,11.0
00-93349536,Purwanto,Widodo,Male,DKI Jakarta,Jakarta Timur,2023-10-19,Finance,Financial Analyst,Bachelor,0,LinkedIn,23592639,Good,Yes,2003-02-08,2024-04-16,Resignation,1.0,10,4.0
00-60547291,Satya,Prasetya,Male,Jawa Tengah,Surakarta,2020-10-29,Operations,Inventory Specialist,High School,0,Company Website,4399340,Satisfactory,No,2003-02-21,2024-12-28,Resignation,4.0,10,12.0
00-36936968,Marsudi,Nashiruddin,Male,Kalimantan Timur,Samarinda,2023-10-02,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,16841373,Good,No,1981-05-16,2024-03-30,Other,1.0,10,3.0
00-49258091,Cawuk,Uwais,Male,DKI Jakarta,Jakarta Barat,2023-07-07,Operations,Inventory Specialist,High School,0,Job Fair,4454904,Good,Yes,1987-11-19,2024-01-03,Layoff,1.0,7,1.0
00-41026926,Harja,Damanik,Male,DKI Jakarta,Jakarta Timur,2024-06-05,Customer Service,Customer Service Representative,High School,0,LinkedIn,8473017,Good,No,1972-03-26,2024-12-02,Health Reasons,0.0,6,12.0
00-77196215,Jaka,Thamrin,Male,Jawa Timur,Madura,2023-12-09,IT,Software Developer,Master,0,Jobstreet,32457099,Good,No,1983-12-18,2024-06-06,Layoff,1.0,12,6.0
00-13954845,Nugraha,Manullang,Male,Bali,Kuta,2023-07-11,Operations,Inventory Specialist,Bachelor,0,Other,4793283,Satisfactory,No,1995-11-12,2024-01-07,Layoff,1.0,7,1.0
00-87984620,Putri,Andriani,Female,DKI Jakarta,Jakarta Timur,2020-02-11,Operations,Operations Analyst,Master,0,Company Website,15148294,Good,No,1977-01-06,2024-10-23,Other,4.0,2,10.0
00-85812116,Hesti,Fujiati,Female,Sumatera Utara,Binjai,2023-09-07,Customer Service,Support Specialist,High School,16,Other,7092145,Good,No,1987-10-29,2024-03-05,Other,1.0,9,3.0
00-46748299,Kamidin,Wacana,Male,Bali,Kuta,2017-07-05,Operations,Inventory Specialist,Bachelor,0,Company Website,8885440,Good,No,1985-08-26,2024-03-10,Layoff,7.0,7,3.0
00-97183615,Mumpuni,Sihotang,Male,Jawa Barat,Depok,2018-10-09,IT,IT Support Specialist,High School,11,Job Fair,6677712,Satisfactory,No,2004-01-04,2024-08-27,Resignation,6.0,10,8.0
00-71410640,Gamblang,Budiyanto,Male,Sulawesi Selatan,Makassar,2023-02-01,Operations,Inventory Specialist,High School,0,Jobstreet,4897380,Good,No,1989-07-24,2024-07-11,Layoff,1.0,2,7.0
00-15168989,Mila,Susanti,Female,Jawa Barat,Purwakarta,2020-06-07,IT,System Administrator,Bachelor,0,LinkedIn,13962960,Excellent,No,1991-08-22,2024-05-05,Layoff,4.0,6,5.0
00-15692967,Anita,Sudiati,Female,Jawa Barat,Depok,2023-09-03,Finance,Financial Analyst,Master,8,LinkedIn,23758402,Good,No,1990-08-11,2024-03-01,Other,1.0,9,3.0
00-92293489,Balamantri,Maulana,Male,DKI Jakarta,Jakarta Pusat,2023-10-15,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,16511363,Good,Yes,1992-12-12,2024-04-12,Other,1.0,10,4.0
00-88577462,Yuni,Aryani,Female,Jawa Timur,Blitar,2024-06-22,Operations,Operations Analyst,Master,0,Other,20481961,Excellent,Yes,1973-03-07,2024-12-19,Layoff,0.0,6,12.0
00-37102854,Dinda,Pratiwi,Female,Bali,Ubud,2023-09-04,Operations,Logistics Coordinator,Bachelor,0,Company Website,6427218,Good,No,1996-03-02,2024-03-02,Other,1.0,9,3.0
00-32010905,Marsudi,Nashiruddin,Male,Jawa Barat,Depok,2022-12-15,Sales,Sales Consultant,Bachelor,0,Other,29018689,Good,No,1971-01-31,2024-08-19,Other,2.0,12,8.0
00-21449650,Caket,Halim,Male,Jawa Barat,Tasikmalaya,2020-01-16,Sales,Sales Specialist,Master,0,Indeed,20274918,Good,No,1986-02-03,2024-08-07,Layoff,4.0,1,8.0
00-27659164,Mumpuni,Wacana,Male,Banten,Serang,2023-07-27,Marketing,Marketing Coordinator,Bachelor,0,Company Website,5806819,Excellent,No,1999-01-14,2024-01-23,Resignation,1.0,7,1.0
00-76231992,Belinda,Purwanti,Female,DKI Jakarta,Jakarta Barat,2017-09-02,Operations,Inventory Specialist,High School,17,LinkedIn,8684170,Good,No,1977-01-22,2024-11-27,Misconduct,7.0,9,11.0
00-54440977,Ina,Lestari,Female,Jawa Timur,Blitar,2023-07-26,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,4687110,Satisfactory,No,1979-04-24,2024-01-22,Layoff,1.0,7,1.0
00-65963010,Galih,Waskita,Male,Banten,Cilegon,2024-04-25,IT,Software Developer,Bachelor,0,Company Website,29075351,Good,No,1960-09-18,2024-10-22,Health Reasons,0.0,4,10.0
00-91171931,Timbul,Sihotang,Male,Jawa Tengah,Surakarta,2024-01-28,Sales,Sales Specialist,Bachelor,0,Company Website,17487012,Good,No,1980-12-26,2024-07-26,Health Reasons,0.0,1,7.0
00-92585240,Sabri,Maulana,Male,DKI Jakarta,Jakarta Timur,2024-02-18,Sales,Sales Specialist,PhD,0,LinkedIn,19419326,Satisfactory,No,1996-03-24,2024-08-16,Layoff,0.0,2,8.0
00-54800838,Olivia,Winarsih,Female,Jawa Tengah,Surakarta,2018-02-02,Sales,Sales Representative,Bachelor,0,Jobstreet,13126630,Good,No,1997-09-29,2024-11-16,Other,6.0,2,11.0
00-44147341,Digdaya,Waskita,Male,Jawa Timur,Madiun,2023-12-24,Operations,Inventory Specialist,Bachelor,0,Indeed,9657434,Good,Yes,1988-12-17,2024-06-21,Layoff,1.0,12,6.0
00-92677226,Karya,Suryono,Male,Jawa Timur,Malang,2023-08-29,Sales,Sales Representative,Bachelor,0,LinkedIn,15045456,Satisfactory,No,1974-02-02,2024-02-25,Layoff,1.0,8,2.0
00-54360949,Cakrabuana,Uwais,Male,Bali,Denpasar,2023-09-24,Operations,Inventory Specialist,Bachelor,0,Jobstreet,8624924,Good,No,1984-11-08,2024-03-22,Layoff,1.0,9,3.0
00-65559839,Salsabila,Maryati,Female,DKI Jakarta,Jakarta Timur,2023-07-09,Operations,Inventory Specialist,Bachelor,0,LinkedIn,4852131,Satisfactory,No,1990-04-09,2024-01-05,Layoff,1.0,7,1.0
00-89763928,Natalia,Maryati,Female,Jawa Timur,Malang,2023-08-04,Operations,Logistics Coordinator,Bachelor,0,Other,7532388,Satisfactory,Yes,1972-04-01,2024-01-31,Health Reasons,1.0,8,1.0
00-25362614,Padma,Susanti,Female,Jawa Timur,Malang,2015-08-07,IT,IT Support Specialist,Bachelor,10,Jobstreet,8068096,Satisfactory,No,2003-07-16,2024-02-12,Resignation,9.0,8,2.0
00-78996054,Kardi,Simanjuntak,Male,Jawa Timur,Surabaya,2016-01-07,Customer Service,Customer Service Representative,Bachelor,0,Company Website,7547149,Good,No,1978-09-29,2024-02-12,Other,8.0,1,2.0
00-72464469,Luluh,Hardiansyah,Male,Jawa Timur,Surabaya,2019-03-06,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,4811198,Good,No,1998-08-08,2024-10-18,Resignation,5.0,3,10.0
00-53588695,Umi,Kusmawati,Female,Banten,Cilegon,2019-02-03,IT,System Administrator,Master,0,LinkedIn,13087025,Satisfactory,Yes,1989-05-19,2024-12-22,Health Reasons,5.0,2,12.0
00-31343341,Rangga,Uwais,Male,Jawa Barat,Tasikmalaya,2023-11-28,Sales,Sales Representative,Bachelor,0,Job Fair,10903404,Satisfactory,No,1980-10-04,2024-05-26,Health Reasons,1.0,11,5.0
00-67867771,Dodo,Permadi,Male,Jawa Timur,Surabaya,2023-10-06,Operations,Logistics Coordinator,Bachelor,0,Company Website,7572658,Satisfactory,No,1988-12-21,2024-04-03,Layoff,1.0,10,4.0
00-55929418,Zamira,Hasanah,Female,Sulawesi Selatan,Pare-Pare,2020-04-13,Sales,Sales Representative,Bachelor,13,LinkedIn,10523411,Good,No,1985-11-11,2024-06-25,Layoff,4.0,4,6.0
00-87066247,Dacin,Adriansyah,Male,Jawa Barat,Bekasi,2023-09-16,Customer Service,Help Desk Technician,High School,0,Jobstreet,6650186,Good,Yes,1967-12-09,2024-03-14,Health Reasons,1.0,9,3.0
00-18252004,Eva,Utami,Female,Jawa Timur,Madura,2016-08-25,Operations,Logistics Coordinator,Bachelor,0,Job Fair,8520151,Satisfactory,No,2004-10-03,2024-11-09,Resignation,8.0,8,11.0
00-95380301,Dono,Mustofa,Male,Banten,Cilegon,2023-11-08,HR,HR Coordinator,Bachelor,0,Job Fair,19471698,Satisfactory,Yes,1991-07-05,2024-05-06,Layoff,1.0,11,5.0
00-27120235,Tiara,Suryatmi,Female,Jawa Barat,Purwakarta,2023-09-25,Sales,Sales Consultant,PhD,0,LinkedIn,24559266,Needs Improvement,No,1963-09-26,2024-03-23,Performance Issues,1.0,9,3.0
00-83670115,Zulaikha,Kusmawati,Female,Jawa Barat,Bekasi,2023-09-30,Operations,Inventory Specialist,Bachelor,0,LinkedIn,9328157,Satisfactory,No,1973-04-11,2024-03-28,Layoff,1.0,9,3.0
00-47877483,Oni,Susanti,Female,Yogyakarta,Sleman,2023-10-14,IT,IT Support Specialist,Bachelor,0,LinkedIn,7441190,Good,No,1972-03-12,2024-04-11,Health Reasons,1.0,10,4.0
00-38348941,Cornelia,Laksita,Female,Sulawesi Selatan,Pare-Pare,2022-06-21,Operations,Inventory Specialist,Bachelor,0,Other,4686968,Needs Improvement,No,1999-10-08,2024-09-11,Other,2.0,6,9.0
00-68617594,Putri,Puspita,Female,DKI Jakarta,Jakarta Timur,2023-09-17,Customer Service,Support Specialist,High School,0,Indeed,6587800,Satisfactory,No,1988-04-26,2024-03-15,Layoff,1.0,9,3.0
00-71207129,Yuliana,Mardhiyah,Female,Jawa Barat,Depok,2023-08-22,Customer Service,Support Specialist,Bachelor,0,Job Fair,5334085,Good,Yes,2000-03-21,2024-02-18,Resignation,1.0,8,2.0
00-74630252,Purwadi,Pangestu,Male,Jawa Barat,Bogor,2024-05-08,IT,Software Developer,Master,0,Other,19310943,Excellent,Yes,1993-10-22,2024-11-04,Other,0.0,5,11.0
00-80653292,Lala,Susanti,Female,Jawa Tengah,Semarang,2023-08-02,Operations,Inventory Specialist,Bachelor,0,Other,6970036,Good,No,1996-03-10,2024-01-29,Health Reasons,1.0,8,1.0
00-81810948,Yoga,Kuswoyo,Male,Jawa Timur,Malang,2023-06-15,Customer Service,Support Specialist,Bachelor,0,Jobstreet,6062374,Good,No,1985-02-18,2024-05-29,Layoff,1.0,6,5.0
00-86887967,Ratih,Namaga,Female,Jawa Tengah,Magelang,2016-09-10,Customer Service,Support Specialist,High School,0,LinkedIn,7478609,Good,Yes,1994-06-28,2024-02-02,Other,8.0,9,2.0
00-27021671,Dimaz,Waluyo,Male,Sulawesi Selatan,Pare-Pare,2020-05-03,Marketing,SEO Specialist,Bachelor,0,Other,23185684,Satisfactory,Yes,1982-07-16,2024-09-06,Other,4.0,5,9.0
00-33436273,Hana,Hassanah,Female,Jawa Barat,Bekasi,2024-05-19,Sales,Sales Representative,Bachelor,7,LinkedIn,15556674,Needs Improvement,No,1983-05-01,2024-11-15,Other,0.0,5,11.0
00-41701674,Dartono,Wacana,Male,DKI Jakarta,Jakarta Timur,2019-04-25,Operations,Operations Analyst,Master,0,Other,20849467,Satisfactory,No,1992-01-26,2024-04-22,Health Reasons,5.0,4,4.0
00-89932574,Tira,Palastri,Female,Bali,Denpasar,2024-03-31,Sales,Sales Representative,Bachelor,0,Jobstreet,9470849,Excellent,No,1967-05-27,2024-09-27,Health Reasons,0.0,3,9.0
00-56315279,Garang,Kurniawan,Male,Jawa Tengah,Magelang,2016-11-22,Operations,Operations Analyst,Bachelor,0,Jobstreet,18336644,Good,No,1972-09-11,2024-06-09,Layoff,8.0,11,6.0
00-52371009,Garda,Hutagalung,Male,Banten,Cilegon,2023-10-12,Marketing,SEO Specialist,Bachelor,7,Job Fair,18873919,Needs Improvement,No,1986-08-28,2024-04-09,Performance Issues,1.0,10,4.0
00-23068017,Devi,Hasanah,Female,Jawa Timur,Madura,2023-09-04,IT,Software Developer,Bachelor,0,Job Fair,20265382,Good,Yes,1981-05-07,2024-03-02,Layoff,1.0,9,3.0
00-46586490,Vanesa,Fujiati,Female,Jawa Tengah,Semarang,2018-11-05,Customer Service,Customer Service Representative,Bachelor,0,Other,9113598,Good,No,2004-09-03,2024-05-30,Resignation,6.0,11,5.0
00-71888947,Usman,Suwarno,Male,Jawa Timur,Blitar,2023-11-13,Sales,Sales Manager,PhD,0,Jobstreet,22382514,Excellent,No,1976-09-26,2024-05-11,Layoff,1.0,11,5.0
00-89017236,Joko,Iswahyudi,Male,DKI Jakarta,Jakarta Timur,2023-12-25,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7409410,Good,No,1976-11-18,2024-06-22,Layoff,1.0,12,6.0
00-17634560,Michelle,Kusmawati,Female,Jawa Timur,Surabaya,2023-09-12,Customer Service,Help Desk Technician,High School,0,Company Website,5319724,Satisfactory,No,1977-12-11,2024-03-10,Health Reasons,1.0,9,3.0
00-39101720,Michelle,Pertiwi,Female,Jawa Barat,Bogor,2023-09-09,IT,IT Support Specialist,High School,0,Job Fair,4794061,Satisfactory,Yes,2004-07-28,2024-03-07,Resignation,1.0,9,3.0
00-44660198,Cemeti,Suwarno,Male,Banten,Cilegon,2024-02-17,Sales,Sales Specialist,PhD,0,Other,13145169,Good,Yes,1990-08-15,2024-08-15,Other,0.0,2,8.0
00-54269149,Eja,Mahendra,Male,Jawa Timur,Malang,2023-07-24,Finance,Accountant,Bachelor,0,LinkedIn,16534245,Satisfactory,Yes,1994-02-03,2024-01-20,Layoff,1.0,7,1.0
00-68526669,Muhammad,Hutapea,Male,Bali,Ubud,2019-01-22,Operations,Operations Analyst,Bachelor,0,Jobstreet,16100974,Satisfactory,Yes,1964-12-11,2024-01-28,Health Reasons,5.0,1,1.0
00-94862181,Kurnia,Setiawan,Male,Jawa Timur,Surabaya,2023-12-07,Marketing,SEO Specialist,Bachelor,12,Jobstreet,22515680,Good,No,1986-01-20,2024-06-04,Other,1.0,12,6.0
00-98682228,Kamal,Simbolon,Male,Jawa Barat,Bogor,2017-08-25,Operations,Inventory Specialist,High School,20,Jobstreet,6124932,Satisfactory,No,1973-09-11,2024-11-01,Misconduct,7.0,8,11.0
00-21390049,Gamani,Sirait,Male,Jawa Timur,Blitar,2023-07-05,Sales,Sales Consultant,Bachelor,0,LinkedIn,22856192,Satisfactory,No,1985-10-28,2024-01-01,Layoff,1.0,7,1.0
00-70305001,Manah,Waskita,Male,Banten,Cilegon,2023-12-05,Marketing,SEO Specialist,Bachelor,0,LinkedIn,22755906,Satisfactory,No,2000-12-03,2024-06-02,Resignation,1.0,12,6.0
00-64426343,Belinda,Hasanah,Female,DKI Jakarta,Jakarta Pusat,2016-02-29,Sales,Sales Representative,Bachelor,9,LinkedIn,13061294,Satisfactory,No,1973-09-04,2024-04-20,Health Reasons,8.0,2,4.0
00-80211929,Darsirah,Manullang,Male,Sumatera Utara,Binjai,2019-04-26,Operations,Inventory Specialist,High School,0,Indeed,8266967,Good,No,1989-08-31,2024-05-11,Layoff,5.0,4,5.0
00-76725470,Tira,Hasanah,Female,Jawa Timur,Madura,2020-03-17,Sales,Sales Representative,Bachelor,0,Jobstreet,11859601,Satisfactory,No,1975-09-05,2024-06-03,Other,4.0,3,6.0
00-26206185,Chandra,Gunarto,Male,Banten,Serang,2017-08-27,Customer Service,Support Specialist,Bachelor,10,Other,7309805,Good,Yes,2003-04-29,2024-04-05,Resignation,7.0,8,4.0
00-59650807,Timbul,Nababan,Male,Sulawesi Selatan,Pare-Pare,2020-04-22,IT,Software Developer,Bachelor,0,Job Fair,21785355,Good,Yes,1988-11-23,2024-03-16,Layoff,4.0,4,3.0
00-88112812,Hilda,Puspita,Female,DKI Jakarta,Jakarta Timur,2015-06-11,Customer Service,Support Specialist,High School,19,LinkedIn,7787616,Good,Yes,1966-08-29,2024-04-10,Misconduct,9.0,6,4.0
00-94851724,Budi,Haryanto,Male,Jawa Tengah,Semarang,2021-07-11,Sales,Sales Consultant,Master,0,Jobstreet,17863896,Good,Yes,1997-01-25,2024-05-29,Resignation,3.0,7,5.0
00-77093782,Ganjaran,Permadi,Male,Jawa Timur,Madura,2021-07-16,Customer Service,Customer Service Representative,High School,17,Jobstreet,8999391,Satisfactory,No,1992-11-07,2024-12-23,Other,3.0,7,12.0
00-37931877,Gangsar,Megantara,Male,Bali,Kuta,2017-06-20,Marketing,Content Creator,High School,0,Indeed,10348858,Good,No,1977-01-08,2024-10-17,Layoff,7.0,6,10.0
00-24015162,Kuncara,Nashiruddin,Male,Sulawesi Selatan,Pare-Pare,2022-03-10,Sales,Sales Manager,PhD,0,Job Fair,22922841,Good,Yes,1994-06-04,2024-09-23,Layoff,2.0,3,9.0
00-31043745,Nasrullah,Prasetya,Male,DKI Jakarta,Jakarta Pusat,2023-09-22,Operations,Logistics Coordinator,Bachelor,0,Other,8397698,Satisfactory,No,1970-10-30,2024-03-20,Health Reasons,1.0,9,3.0
00-39850909,Umi,Laksita,Female,Sulawesi Selatan,Gowa,2023-01-21,Sales,Sales Consultant,Bachelor,0,Job Fair,24340550,Good,No,1995-11-28,2024-08-15,Layoff,1.0,1,8.0
00-15376584,Jarwadi,Iswahyudi,Male,Yogyakarta,Sleman,2024-03-11,IT,IT Support Specialist,High School,16,Company Website,4544721,Good,No,1988-03-18,2024-09-07,Layoff,0.0,3,9.0
00-64575354,Anom,Januar,Male,Sulawesi Selatan,Gowa,2024-06-17,Customer Service,Customer Service Representative,High School,17,Other,8511834,Satisfactory,No,1992-05-10,2024-12-14,Misconduct,0.0,6,12.0
00-74395377,Fathonah,Yulianti,Female,DKI Jakarta,Jakarta Timur,2022-05-22,Customer Service,Help Desk Technician,High School,0,Indeed,5481048,Satisfactory,No,1983-01-17,2024-06-11,Other,2.0,5,6.0
00-13276720,Ozy,Damanik,Male,Sumatera Utara,Medan,2023-09-29,Customer Service,Support Specialist,High School,0,Jobstreet,6792039,Excellent,No,1990-11-26,2024-03-27,Layoff,1.0,9,3.0
00-10183025,Anastasia,Nurdiyanti,Female,Jawa Barat,Purwakarta,2023-12-21,IT,System Administrator,Bachelor,13,Other,17984078,Good,No,1999-01-08,2024-06-18,Resignation,1.0,12,6.0
00-93276088,Hesti,Andriani,Female,Jawa Barat,Bogor,2023-12-19,Sales,Sales Representative,Bachelor,0,Job Fair,8993153,Good,No,1979-05-20,2024-06-16,Other,1.0,12,6.0
00-79086760,Ratna,Yulianti,Female,Jawa Barat,Depok,2023-09-09,Operations,Logistics Coordinator,Bachelor,11,Indeed,8422075,Satisfactory,No,1995-12-07,2024-03-07,Layoff,1.0,9,3.0
00-87862305,Paulin,Hastuti,Female,Sumatera Utara,Medan,2023-02-15,Sales,Sales Specialist,Master,4,LinkedIn,17306531,Good,No,2003-05-11,2024-04-12,Resignation,1.0,2,4.0
00-59411699,Arta,Prasasta,Male,Jawa Tengah,Semarang,2023-09-15,IT,IT Support Specialist,Bachelor,0,LinkedIn,5819903,Needs Improvement,No,1980-07-18,2024-03-13,Performance Issues,1.0,9,3.0
00-20327693,Puji,Rahmawati,Female,Banten,Serang,2016-04-28,Operations,Inventory Specialist,High School,0,LinkedIn,7366614,Satisfactory,No,1979-04-07,2024-09-22,Other,8.0,4,9.0
00-29858055,Jarwa,Mandala,Male,Sumatera Utara,Binjai,2020-11-12,Sales,Sales Specialist,PhD,0,Other,12994945,Good,Yes,1972-01-01,2024-05-29,Health Reasons,4.0,11,5.0
00-82670169,Paris,Lestari,Female,Sulawesi Selatan,Pare-Pare,2024-06-13,Sales,Sales Specialist,Bachelor,0,LinkedIn,19443618,Satisfactory,No,1994-05-10,2024-12-10,Other,0.0,6,12.0
00-41182544,Jono,Nainggolan,Male,Kalimantan Timur,Samarinda,2023-09-25,Customer Service,Support Specialist,High School,12,LinkedIn,6843165,Good,No,1988-09-25,2024-03-23,Layoff,1.0,9,3.0
00-96711527,Galih,Wibisono,Male,Sulawesi Selatan,Pare-Pare,2023-08-14,Operations,Operations Analyst,Bachelor,0,LinkedIn,16826355,Satisfactory,Yes,1971-07-14,2024-02-10,Layoff,1.0,8,2.0
00-71472671,Kawaya,Wasita,Male,DKI Jakarta,Jakarta Barat,2018-05-22,Customer Service,Support Specialist,Bachelor,6,LinkedIn,7830422,Excellent,Yes,1980-04-07,2024-04-18,Layoff,6.0,5,4.0
00-81848989,Bagas,Damanik,Male,DKI Jakarta,Jakarta Barat,2017-11-01,Customer Service,Help Desk Technician,High School,0,LinkedIn,6408099,Good,No,1985-05-08,2024-07-14,Layoff,7.0,11,7.0
00-99436783,Cager,Irawan,Male,DKI Jakarta,Jakarta Pusat,2023-11-14,Customer Service,Customer Service Representative,Bachelor,0,Indeed,9368404,Needs Improvement,Yes,1994-05-26,2024-05-12,Performance Issues,1.0,11,5.0
00-52539471,Paramita,Namaga,Female,DKI Jakarta,Jakarta Barat,2024-01-18,Customer Service,Support Specialist,High School,0,Other,6911443,Good,Yes,1990-03-22,2024-10-03,Layoff,0.0,1,10.0
00-29741209,Raisa,Pudjiastuti,Female,Jawa Tengah,Semarang,2023-07-12,Customer Service,Help Desk Technician,High School,0,Company Website,6269103,Good,No,1975-04-15,2024-01-08,Other,1.0,7,1.0
00-21727533,Pranata,Simanjuntak,Male,Banten,Cilegon,2023-07-30,Finance,Accountant,Bachelor,0,Jobstreet,16943452,Satisfactory,No,1983-11-30,2024-01-26,Layoff,1.0,7,1.0
00-65782199,Laras,Usamah,Female,Kalimantan Timur,Samarinda,2023-10-28,Customer Service,Customer Service Representative,High School,0,LinkedIn,6185854,Good,No,2000-09-09,2024-08-02,Resignation,1.0,10,8.0
00-18873909,Mila,Uyainah,Female,Banten,Serang,2023-12-17,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,6691685,Satisfactory,No,1985-07-15,2024-06-14,Other,1.0,12,6.0
00-86224438,Tirtayasa,Maryadi,Male,Kalimantan Timur,Balikpapan,2022-01-03,Sales,Sales Consultant,Bachelor,0,LinkedIn,19996428,Good,Yes,2001-07-11,2024-05-13,Resignation,2.0,1,5.0
00-34965358,Gawati,Nurdiyanti,Female,Jawa Tengah,Surakarta,2023-11-08,Operations,Inventory Specialist,High School,19,LinkedIn,9373325,Good,Yes,1992-10-08,2024-05-06,Misconduct,1.0,11,5.0
00-44616300,Cawuk,Prasasta,Male,Jawa Tengah,Semarang,2021-10-28,Finance,Accountant,Bachelor,0,Company Website,13863597,Satisfactory,No,1975-03-15,2024-02-25,Health Reasons,3.0,10,2.0
00-60065117,Parman,Salahudin,Male,DKI Jakarta,Jakarta Pusat,2023-07-29,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,6402218,Good,No,1980-03-25,2024-01-25,Health Reasons,1.0,7,1.0
00-27613681,Hani,Hasanah,Female,Jawa Timur,Malang,2024-05-25,Sales,Sales Representative,Bachelor,0,LinkedIn,4512330,Satisfactory,No,1986-08-22,2024-11-21,Other,0.0,5,11.0
00-22952493,Cawisadi,Natsir,Male,Jawa Timur,Surabaya,2023-08-13,Sales,Sales Representative,Bachelor,13,LinkedIn,8509851,Good,No,1971-03-01,2024-02-09,Health Reasons,1.0,8,2.0
00-88866745,Rangga,Prasetya,Male,Jawa Barat,Depok,2023-08-15,Sales,Sales Representative,Bachelor,0,Jobstreet,17044355,Good,Yes,1984-12-06,2024-02-11,Health Reasons,1.0,8,2.0
00-47228730,Daruna,Januar,Male,Bali,Ubud,2023-09-08,Operations,Operations Analyst,Master,3,Jobstreet,17473153,Excellent,Yes,1986-07-12,2024-03-06,Other,1.0,9,3.0
00-35709072,Yuliana,Puspita,Female,Sumatera Utara,Tebing Tinggi,2024-01-06,Sales,Sales Specialist,PhD,0,Job Fair,25760456,Excellent,No,1979-09-10,2024-07-04,Layoff,0.0,1,7.0
00-38724658,Nadine,Anggraini,Female,Jawa Tengah,Magelang,2024-05-01,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,12591296,Excellent,No,1974-05-07,2024-10-28,Other,0.0,5,10.0
00-66920644,Kuncara,Permadi,Male,Jawa Timur,Malang,2017-08-15,Sales,Sales Consultant,PhD,0,Company Website,20563026,Needs Improvement,No,1973-11-14,2024-11-20,Performance Issues,7.0,8,11.0
00-19342782,Anita,Purwanti,Female,Sumatera Utara,Tebing Tinggi,2023-11-12,Marketing,SEO Specialist,Bachelor,0,Other,18190685,Excellent,No,1984-10-20,2024-05-10,Layoff,1.0,11,5.0
00-89263249,Lembah,Santoso,Male,Jawa Timur,Madura,2024-02-02,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8568634,Good,Yes,1975-10-12,2024-07-31,Layoff,0.0,2,7.0
